Party,User,Hashtag
IU,euribem,LoQueLesUne
IU,sergioac2,LoQueLesUne
IU,politlinkx,Spanien
IU,politlinkx,Linke
IU,politlinkx,EuropaWahl
IU,Der_Dutschi,Spanien
IU,Der_Dutschi,Linke
IU,Der_Dutschi,EuropaWahl
IU,Henarmore,elpoderdelagente
IU,IzquierdaUnidaC,DerechoAcurrar
IU,IzquierdaUnidaC,DerechoAvolver
IU,LusaOi,DerechoAcurrar
IU,LusaOi,DerechoAvolver
IU,PoemarioSahara,GoogleAlerts
IU,JuanderBra,elpoderdelagente
IU,debuenasfuentes,iu
IU,debuenasfuentes,politica
IU,leonactualidad,IzquierdaUnida
IU,leonactualidad,ArréglameLeón
IU,La_Fera_Ferotge,DerechoAcurrar
IU,La_Fera_Ferotge,DerechoAvolver
IU,ParlillesPINI,ElPoderdelagente
IU,DimeWhy,DerechoAcurrar
IU,DimeWhy,DerechoAvolver
IU,Pepe_Castejon,DerechoAcurrar
IU,Pepe_Castejon,DerechoAvolver
IU,alestedelalba,DerechoAcurrar
IU,alestedelalba,DerechoAvolver
IU,ToniiGP17,DerechoAcurrar
IU,ToniiGP17,DerechoAvolver
IU,JovenesIU,DerechoAcurrar
IU,JovenesIU,DerechoAvolver
IU,IU_Canete,IU
IU,IU_Canete,EPA
IU,mgorviz,EP2014
IU,benitodiazsuare,Europeas2014
IU,ana0232,Fuenteovejuna
IU,halconet2,EP2014
IU,MANOLOTRIANO,EleccionesEuropeas
IU,MANOLOTRIANO,elpoderdelagente
IU,OlentzerosPower,SeSocialdemócrata
IU,iualgeciras,EleccionesEuropeas
IU,iualgeciras,elpoderdelagente
IU,debuenasfuentes,iu
IU,debuenasfuentes,politica
IU,malasombra999,ElPoderdelagente
IU,IUV_Murcia,ElPoderdelagente
IU,JohnDBabyack,ElPoderdelagente
IU,IUVRM,ElPoderdelagente
IU,RamonTrujilloIU,EP2014
IU,IUCanaria,EP2014
IU,iutetuan,ElPoderdelagente
IU,politlinkx,Europeas2014
IU,politlinkx,EP2014
IU,politlinkx,Europeas2014
IU,politlinkx,EP2014
IU,politlinkx,Europeas2014
IU,politlinkx,EP2014
IU,politlinkx,Europeas2014
IU,politlinkx,EP2014
IU,politlinkx,EP2014
IU,miguel1976rg,ElPoderdelagente
IU,leyespanolas,ElPoderdelagente
IU,eherguedas,ElPoderdelagente
IU,pcagranada,ElPoderdelagente
IU,pilarberniel,ElPoderdelagente
IU,Caninator,ElPoderdelagente
IU,WakeUpESPANA,ElPoderdelagente
IU,jesusmrodrigue4,ElPoderdelagente
IU,DimeWhy,ElPoderdelagente
IU,isamoralesf,ponlosverdes
IU,iunida,ElPoderdelagente
IU,jsllana,EP2014
IU,larahache,EP2014
IU,FJCA27,Europeas2014
IU,FJCA27,EP2014
IU,LeonRSScom,ArréglameLeón
IU,FJCA27,Europeas2014
IU,FJCA27,EP2014
IU,FJCA27,Europeas2014
IU,FJCA27,EP2014
IU,felipecametome,Fuenteovejuna
IU,Panchicista,Fuenteovejuna
IU,estrategiasprom,Europeas2014
IU,estrategiasprom,Torrevieja
IU,CarlosMora70,Europeas2014
IU,CarlosMora70,EP2014
IU,BernabeBergi,Fuenteovejuna
IU,PaboRuiz,Mayo2014
IU,AdriRdez_9,Mayo2014
IU,2005jano,Europeas2014
IU,2005jano,EP2014
IU,2005jano,Europeas2014
IU,2005jano,EP2014
IU,2005jano,EP2014
IU,TorreviejaSpain,Torrevieja
IU,debuenasfuentes,iu
IU,debuenasfuentes,politica
IU,diariodelavega,Torrevieja
IU,iVituco,Fuenteovejuna
IU,drbakunin,Europeas2014
IU,drbakunin,EP2014
IU,debuenasfuentes,iu
IU,debuenasfuentes,politica
IU,mpuertasm,EleccionesEuropeas
IU,mpuertasm,elpoderdelagente
IU,SumerioA,Fuenteovejuna
IU,Mapacari,Fuenteovejuna
IU,SergioRamosRuiz,Europeas2014
IU,SergioRamosRuiz,EP2014
IU,iutorrepacheco,Europeas2014
IU,iutorrepacheco,EP2014
IU,guitosmila,Fuenteovejuna
IU,felipemartinma1,Fuenteovejuna
IU,bopeal,Fuenteovejuna
IU,iuelpuerto,EleccionesEuropeas
IU,iuelpuerto,elpoderdelagente
IU,erjegaro,Fuenteovejuna
IU,2012financiero,Fuenteovejuna
IU,alberbustos,Fuenteovejuna
IU,1causajusta,Fuenteovejuna
IU,pinamaite,Europeas2014
IU,pinamaite,EP2014
IU,iucadizciudad,EleccionesEuropeas
IU,iucadizciudad,elpoderdelagente
IU,informy,Europeas2014
IU,informy,EP2014
IU,AAPLaredo,Laredo
IU,Mamenbl,Fuenteovejuna
IU,3str3llapolar,Europeas2014
IU,AntonioX92,Fuenteovejuna
IU,IuTorrelavega,Europeas2014
IU,GeneralLeclerq,Fuenteovejuna
IU,susi231969,Fuenteovejuna
IU,palimoka,Fuenteovejuna
IU,sangreroja1960,Fuenteovejuna
IU,susanandreu,Fuenteovejuna
IU,ElGallegoBirojo,Fuenteovejuna
IU,jrspsdjrrubio89,Fuenteovejuna
IU,jorgecrespoiu,Europeas2014
IU,iucadiz,EleccionesEuropeas
IU,iucadiz,elpoderdelagente
IU,camargoiu,Europeas2014
IU,IzquierdaUnidaC,elpoderdelagente
IU,ggbelen,Europeas2014
IU,ggbelen,EP2014
IU,EEPP2014,Europeas2014
IU,EEPP2014,EP2014
IU,EEPP2014,Europeas2014
IU,EEPP2014,EP2014
IU,EsquerraMenorca,elpoderdelagent
IU,profesorlupa,Europeas2014
IU,profesorlupa,EP2014
IU,DantonEnNord,Europeas2014
IU,willymeyerIU,Europeas2014
IU,willymeyerIU,EP2014
IU,sombrerera,Europeas2014
IU,sombrerera,EP2014
IU,myriam_merhi,Europeas2014
IU,myriam_merhi,EP2014
IU,Caninator,Europeas2014
IU,Caninator,EP2014
IU,roczambril,EleccionesCADUS
IU,HeliosGC,derechoAcurrar
IU,miguel1976rg,Europeas2014
IU,miguel1976rg,EP2014
IU,ericadu28,Europeas2014
IU,ericadu28,EP2014
IU,jasalido,Europeas2014
IU,jviondi,Europeas2014
IU,jviondi,EP2014
IU,SindicalistasIU,Europeas2014
IU,SindicalistasIU,EP2014
IU,noticiascyl,ArréglameLeón
IU,noticiascyl,Leonesp
IU,DimeWhy,Europeas2014
IU,DimeWhy,EP2014
IU,domroberto,Europeas2014
IU,domroberto,EP2014
IU,txerokired,Europeas2014
IU,rakhely,Europeas2014
IU,rakhely,EP2014
IU,SindicalistasIU,Europeas2014
IU,IUCerroAmate,Europeas2014
IU,iunida,Europeas2014
IU,iunida,EP2014
IU,nacho991960,EP2014
IU,nacho991960,Europeas2014
IU,nacho991960,EP2014
IU,nacho991960,Europeas2014
IU,nacho991960,EP2014
IU,nacho991960,Europeas2014
IU,nacho991960,EP2014
IU,cesartustro,Europeas2014
IU,cesartustro,EP2014
IU,Andre001Nicolas,Europeas2014
IU,pedrogoro,EleccionesCADUS
IU,rochoypunto,Europeas2014
IU,KatygooghKaty,Europeas2014
IU,nacho991960,Europeas2014
IU,pcagranada,Europeas2014
IU,debuenasfuentes,iu
IU,debuenasfuentes,politica
IU,pcagranada,Europeas2014
IU,pcagranada,EP2014
IU,pilarberniel,Europeas2014
IU,pilarberniel,EP2014
IU,miguel1976rg,Europeas2014
IU,miguel1976rg,EP2014
IU,WakeUpESPANA,Europeas2014
IU,WakeUpESPANA,EP2014
IU,infoisla,lapalma
IU,miguel1976rg,Europeas2014
IU,miguel1976rg,EP2014
IU,visualPetronio,Europeas2014
IU,visualPetronio,EP2014
IU,iunida,Europeas2014
IU,iunida,EP2014
IU,WakeUpESPANA,Europeas2014
IU,WakeUpESPANA,EP2014
IU,avataracuario,Europeas2014
IU,avataracuario,EP2014
IU,KatygooghKaty,Europeas2014
IU,KatygooghKaty,EP2014
IU,miguel1976rg,EP2014
IU,jesusmrodrigue4,Europeas2014
IU,jesusmrodrigue4,EP2014
IU,rakhely,Europeas2014
IU,rakhely,EP2014
IU,hugomabarca,Europeas2014
IU,hugomabarca,EP2014
IU,pilartropico,Europeas2014
IU,pilartropico,EP2014
IU,iunida,Europeas2014
IU,iunida,EP2014
IU,WakeUpESPANA,Europeas2014
IU,WakeUpESPANA,EP2014
IU,EEPP2014,EP2014
IU,Fercampos45,Europeas2014
IU,Fercampos45,EP2014
IU,iunida,Europeas2014
IU,iunida,EP2014
IU,avataracuario,EP2014
IU,DimeWhy,EP2014
IU,rakhely,EP2014
IU,iuleon,JCyL
IU,iuleon,LeyAutoridadProfesorado
IU,iuleon,Leonesp
IU,WakeUpESPANA,EP2014
IU,jgalvez2222,Europeas2014
IU,iunida,EP2014
IU,lopezespa,fuengirola
IU,debuenasfuentes,iu
IU,debuenasfuentes,politica
IU,debuenasfuentes,iu
IU,debuenasfuentes,politica
IU,falandeiro,Europeas2014
IU,falandeiro,Europeas2014
IU,noticiasCadiz,Cádiz
IU,Grigori1917,Europeas2014
IU,FJCA27,Europeas2014
IU,mariarosamateo,GoogleAlerts
IU,IUCantabria,Europeas2014
IU,noticiascyl,JCyL
IU,noticiascyl,LeyAutoridadProfesorado
IU,noticiascyl,Leonesp
IU,laredoesmas,LaredoNews
IU,IUCordoba,Europeas2014
IU,PacoLavadoG,Europeas2014
IU,WakeUpESPANA,Europeas2014
IU,IvanKirchen,Europeas2014
IU,IUCGranCanaria,Europeas2014
IU,IUCanaria,Europeas2014
IU,SERGIOIUREVOLUT,Europeas2014
IU,SERGIOIUREVOLUT,Europeas2014
IU,debuenasfuentes,iu
IU,debuenasfuentes,Europeas2014
IU,debuenasfuentes,politica
IU,tio_chabo,Europeas2014
IU,helbertmarquez,Europeas2014
IU,PoliticaMadrid,Europeas2014
IU,iualpedrete,Europeas2014
IU,EUPV_Torrent,Europeas2014
IU,iusanse,Europeas2014
IU,iujerez,Europeas2014
IU,jlobonande,Europeas2014
IU,iunida,Europeas2014
IU,JovenesIUCadiz,ElPoderDeLaGente
IU,JovenesIUCadiz,Europeas2014
IU,SalamancaNoti,Salamanca
IU,SalamancaNoti,Noticias
IU,RotaDirecto,RotaHoy
IU,RotaDirecto,RotaHoy
IU,JovenesIUJerez,ElPoderDeLaGente
IU,JovenesIUJerez,Europeas2014
IU,iutetuan,DesalojanSolarpies
IU,iutetuan,Europeas2014
IU,tuitPoliticaEs,IU
IU,tuitPoliticaEs,politica
IU,debuenasfuentes,iu
IU,debuenasfuentes,politica
IU,falcarazfer,GoogleAlerts
IU,macastillorubio,asisi
IU,Digitaldeleon,ArréglameLeón
IU,pcagranada,elpoderdelagente
IU,MarinaAlbiol,Europeas
IU,antoniamorillas,elPoderdelaGente
IU,antoniamorillas,1Mayo
IU,NoticiasLGBT,LGBTI
IU,NoticiasLGBT,Religion
IU,NoticiasLGBT,Homofobia
IU,Mgaxiola48,Unidad
IU,NAGCHILLY,Unidad
IU,MaruLamaLama,Unidad
IU,periodistafrg,Unidad
IU,arturomirandamo,Unidad
IU,iujovenesvallad,Europeas
IU,IUCSantaCruz,elpoderdelagente
IU,IUCSantaCruz,europeas2014
IU,iutenerife,elpoderdelagente
IU,iutenerife,europeas2014
IU,emilianogd67,elpoderdelagente
IU,rbinter2,elpoderdelagente
IU,JuanraGil1,elpoderdelagente
IU,_Astrolabia_,Europeas2014
IU,JovenesIUJerez,ElPoderDeLaGente
IU,JovenesIUJerez,Europeas2014
IU,MarioTrapini,elpoderdelagente
IU,Antonnic1,elpoderdelagente
IU,3str3llapolar,EP2014
IU,ALEASandalucia,elpoderdelagente
PNV,Napalm_Mental,siml
PNV,aimarrico,eajpnv
PNV,aimarrico,Kutxabank
PNV,Napalm_Mental,siml
PNV,JuanjoAlonso_,democratasdetodalavida
PNV,Chuane,España
PNV,TISIFONE1,PNV
PNV,TISIFONE1,IRPH
PNV,TISIFONE1,Kutxabank
PNV,Euskalherriaske,democratasdetodalavida
PNV,epf_90,democratasdetodalavida
PNV,EnekoAnder,democratasdetodalavida
PNV,EAJ__PNV,Euskadi
PNV,EAJ__PNV,Basqueland
PNV,BrinaldyAlexis,YoSoyHijoDeChencha
PNV,BrinaldyAlexis,YoSoyHijoDeChencha
PNV,paisvascotv,PaisvascoTv
PNV,aimarrico,eajpnv
PNV,Lakeli1,eajpnv
PNV,PahKutxa,PNV
PNV,PahKutxa,IRPH
PNV,PahKutxa,Kutxabank
PNV,Erasmus1989,Europeas2014
PNV,Erasmus1989,EuroUPyD
PNV,Erasmus1989,EuropaCs
PNV,Erasmus1989,Primaveraeuropea
PNV,alexrois,PluralismoOFF
PNV,pnvjuntasaraba,eajpnv
PNV,Futuroenergia,España
PNV,EAJ__PNV,Euskadi
PNV,EAJ__PNV,Basqueland
PNV,jjmarcos,paísradical
PNV,jprez34,eajpnv
PNV,torrenteforever,España
PNV,Asamblea_Parla,España
PNV,ikermerodio,eajpnv
PNV,General_RE_Lee,eajpnv
PNV,andoniortuzar,eajpnv
PNV,Tele7Noticias,Oiola
PNV,General_RE_Lee,eajpnv
PNV,eajpnv_cas,eajpnv
PNV,vegaana7,España
PNV,EAJ__PNV,Euskadi
PNV,EAJ__PNV,Basqueland
PNV,miquelnotari,España
PNV,pedro7pedro7,España
PNV,jaionearratibel,Euskadi
PNV,jaionearratibel,Basqueland
PNV,djjacomenorato,bildustyle
PNV,djjacomenorato,euskalherria
PNV,Reacciona_a,España
PNV,djjacomenorato,pnvstyle
PNV,djjacomenorato,eajpnv
PNV,djjacomenorato,euskadi
PNV,skaseva00,España
PNV,jfaus1,España
PNV,Jomocord,España
PNV,delahozm,España
PNV,EAJ__PNV,Euskadi
PNV,EAJ__PNV,Basqueland
PNV,CompromisMassam,España
PNV,fernandoaltuna,EAJ
PNV,LorenaMilvaques,España
PNV,ecmel52,España
PNV,jumarmor64,España
PNV,IbanAsenjo,pnvstyle
PNV,IbanAsenjo,pnvstyle
PNV,Poliedrico226,España
PNV,alesanper,España
PNV,mijailgrad,España
PNV,juralde,España
PNV,EAJ__PNV,Euskadi
PNV,EAJ__PNV,Basqueland
PNV,ElNeopeseta,pp
PNV,ElNeopeseta,pnv
PNV,ElNeopeseta,CIU
PNV,ElNeopeseta,CC
PNV,ElNeopeseta,NOLESVOTES
PNV,EAJ__PNV,Euskadi
PNV,EAJ__PNV,Basqueland
PNV,igoregureniz,FinDeCiclo
PNV,MuskiZale,paro
PNV,MuskiZale,Jaén
PNV,MuskiZale,PNV
PNV,einbidot,paisvasco
PNV,einbidot,EuskalHerria
PNV,uurruzuno,datosparo
PNV,dexamina,España
PNV,DisobeyBoy,España
PNV,ehbildu_legebil,datosparo
PNV,emiezquerra,España
PNV,errukane,euskadipregunta
PNV,antoniogdiez,España
PNV,pasapelectoral,España
PNV,AlexisVilas,Spain
PNV,TR_Press,CIS
PNV,TR_Press,TRP
PNV,Periodico_Getxo,getxo
PNV,rsanturtzi,150medidas
PNV,rsanturtzi,EuskalHerria
PNV,rsanturtzi,PNV
PNV,rsanturtzi,PP
PNV,rsanturtzi,UPN
PNV,rsanturtzi,España
PNV,rsanturtzi,MarcaEspaña
PNV,EAJ__PNV,Euskadi
PNV,EAJ__PNV,Basqueland
PNV,AgenciaAtlas,CIS
PNV,kutxapublikoa,euskadipregunta
PNV,opinguino,Spain
PNV,jorhbar,Spain
PNV,joxeanurkiola,FinDeCiclo
PNV,martinhonoriega,Spain
PNV,miaanastasia89,PPSOE
PNV,miaanastasia89,CiU
PNV,miaanastasia89,PNV
PNV,EvergetesTM,Spain
PNV,EAJ__PNV,Euskadi
PNV,EAJ__PNV,Basqueland
PNV,canofite,Spain
PNV,Marietadullviu,Spain
PNV,Adroi_Bogui,Spain
PNV,LuisLasala1,PPSOE
PNV,LuisLasala1,CiU
PNV,LuisLasala1,PNV
PNV,arqueoleg,Spain
PNV,PetiteMankind,Spain
PNV,Josgarma,PPSOE
PNV,Josgarma,CiU
PNV,Josgarma,PNV
PNV,apuente,Spain
PNV,Johnny_Piton,Spain
PNV,InfilAnak,PNV
PNV,InfilAnak,IRPH
PNV,InfilAnak,Kutxabank
PNV,Aritzof,Spain
PNV,juanjodom,Spain
PNV,Electograph,Spain
PNV,redvamas,PNV
PNV,redvamas,IRPH
PNV,redvamas,Kutxabank
PNV,JonOrozko,Asco
PNV,PatxiBengoa,Asco
PNV,Kazi_Espana,PaísVasco
PNV,EAJ__PNV,Euskadi
PNV,EAJ__PNV,Basqueland
PNV,lauramaritxalar,Ernai
PNV,lauramaritxalar,PNVStyle
PNV,Olle_Carly,Olle_Carly
PNV,iUnTalJonathan,IUnTalJonatahan
PNV,iUnTalJonathan,IUnTalJonatahan
PNV,Javiier_Kiss,IUnTalJonatahan
PNV,Javiier_Kiss,IUnTalJonatahan
PNV,YokelChang,YokelChang
PNV,margarett96,IUnTalJonatahan
PNV,margarett96,IUnTalJonatahan
PNV,Diime_patty,IUnTalJonatahan
PNV,Diime_patty,IUnTalJonatahan
PNV,Rossanny_19,IUnTalJonatahan
PNV,Rossanny_19,IUnTalJonatahan
PNV,RubiioHD,Albert_Stanlie
PNV,YeralWow01,Albert_Stanlie
PNV,Ranyer1_1,Albert_Stanlie
PNV,yeraldydelacruz,Albert_Stanlie
PNV,iAlexandraxo,Albert_Stanlie
PNV,hey_kendri,Albert_Stanlie
PNV,EdissonCama,Albert_Stanlie
PNV,checa0813,Albert_Stanlie
PNV,AniiVazque,Albert_Stanlie
PNV,Juniorsanchez03,Albert_Stanlie
PNV,Waner_28,Albert_Stanlie
PNV,perliitahsuero,Albert_Stanlie
PNV,WanerMoreno_28,Albert_Stanlie
PNV,Vanessa_x10,Albert_Stanlie
PNV,Albert_DJesus,Albert_Stanlie
PNV,BrinaldyAlexis,YoSoyHijoDeChencha
PNV,BrinaldyAlexis,YoSoyHijoDeChencha
PNV,BrinaldyAlexis,YoSoyHijoDeChencha
PNV,BrinaldyAlexis,YoSoyHijoDeChencha
PNV,Olle_Poetah,Raudys
PNV,Olle_Poetah,PoetahHere
PNV,Olle_Poetah,Raudys
PNV,Olle_Poetah,PoetahHere
PNV,jacobgarcia31,nolesvotes
PNV,robmadrazo,Gipuzkoa
PNV,robmadrazo,Bizkaia
PNV,ehbildugipuzkoa,Gipuzkoa
PNV,ehbildugipuzkoa,Bizkaia
PNV,eguibar99,paro
PNV,economia_feed_0,problema
PNV,economia_feed_0,resuelto
PNV,economia_feed_0,Paro
PNV,economia_feed_0,PNV
PNV,economia_feed_0,también
PNV,BilduLeioa,Gipuzkoa
PNV,BilduLeioa,Bizkaia
PNV,BilduLeioa,Bizkaia
PNV,BilduLeioa,Gipuzkoa
PNV,BilduLeioa,Araba
PNV,BilduLeioa,PNVstyle
PNV,Peioxabier,FinDeCiclo
PNV,eidergorostiza,Toques
PNV,EAJ__PNV,Euskadi
PNV,EAJ__PNV,Basqueland
PNV,PAH_Valencia,Getafe
PNV,irphstop_gpzkoa,euskadipregunta
PNV,bilbaohungarera,caradura
PNV,bilbaohungarera,euskadipregunta
PNV,Jesus_TocaTona,getxo
PNV,irphstop_gpzkoa,caradura
PNV,irphstop_gpzkoa,euskadipregunta
PNV,urresta2,Ernai
PNV,urresta2,PNVStyle
PNV,EA_Gipuzkoa,pnvstyle
PNV,newsBilbao,Bilbao
PNV,eajpnv_cas,eajpnv
PNV,Jam1Juan,corrupción
PNV,Carlos_de_Rueda,corrupción
PNV,PAHGETAFE,Getafe
PNV,newsBilbao,Bilbao
PNV,agara,Perplejo
PNV,EvaAranguren1,Perplejo
PNV,marcpuigperez,Ernai
PNV,marcpuigperez,PNVStyle
PNV,ramirogonza,arabagaur
PNV,Endikazamal,Ernai
PNV,Endikazamal,PNVStyle
PNV,EAJ__PNV,Euskadi
PNV,EAJ__PNV,Basqueland
PNV,mari_anbotoko,Ernai
PNV,mari_anbotoko,PNVStyle
PNV,pernandobarrena,Ernai
PNV,pernandobarrena,PNVStyle
PNV,EuskadiBerriak,euskadi
PNV,EuskadiBerriak,euskadi
PNV,UrkoArraun,Ernai
PNV,UrkoArraun,PNVStyle
PNV,radio_vitoria,arabagaur
PNV,EnekoAnder,Ernai
PNV,EnekoAnder,PNVStyle
PNV,kinkimusanpa,euskadipregunta
PNV,3neSotoAldalur,Ernai
PNV,3neSotoAldalur,PNVStyle
PNV,kinkimusanpa,euskadipregunta
PNV,teremaldon,Responsables
PNV,teremaldon,EuskadiPregunta
PNV,ramirogonza,arabagaur
PNV,radio_vitoria,arabagaur
PNV,igoregureniz,Kutxabank
PNV,GaraziBedatse,Perplejo
PNV,txarliegarcia,Perplejo
PNV,info7irratia,entzulearengaldera
PNV,juantxotronk,euskadipregunta
PNV,ALbita_070,Ernai
PNV,ALbita_070,PNVStyle
PNV,jovenmaori,Kutxabank
PNV,JoneEtxeberria,Kutxabank
PNV,Rednek1971,euskadipregunta
PNV,Borninbarcelona,PP
PNV,Borninbarcelona,UPyD
PNV,Borninbarcelona,PNV
PNV,Borninbarcelona,fracking
PNV,irphstop_gpzkoa,EuskadiPregunta
PNV,irphstop_gpzkoa,Perplejo
PNV,irphstop_gpzkoa,NoMienta
PNV,irphstop_gpzkoa,EuskadiPregunta
PNV,92_iker,Asco
PNV,EAJ__PNV,Euskadi
PNV,EAJ__PNV,Basqueland
PNV,Lanetland,Asco
PNV,blader809,blader809
PNV,IkerGoenaga,pnvstyle
PNV,riocasanay,NoMienta
PNV,riocasanay,EuskadiPregunta
PNV,MinerKattalin,Kutxabank
PNV,Ekhi79,Asco
PNV,blader809,blader809
PNV,EAJ__PNV,Euskadi
PNV,EAJ__PNV,Basqueland
PNV,hegieg,euskadipregunta
PNV,Olle_Carly,Olle_Carly
PNV,YokelChang,YokelChang
PNV,margarett96,IUnTalJonatahan
PNV,margarett96,IUnTalJonatahan
PNV,Diime_patty,IUnTalJonatahan
PNV,Diime_patty,IUnTalJonatahan
PNV,Javiier_Kiss,IUnTalJonatahan
PNV,Javiier_Kiss,IUnTalJonatahan
PNV,Rossanny_19,IUnTalJonatahan
PNV,Rossanny_19,IUnTalJonatahan
PNV,iUnTalJonathan,IUnTalJonatahan
PNV,iUnTalJonathan,IUnTalJonatahan
PNV,RubiioHD,Albert_Stanlie
PNV,YeralWow01,Albert_Stanlie
PNV,Ranyer1_1,Albert_Stanlie
PNV,yeraldydelacruz,Albert_Stanlie
PNV,iAlexandraxo,Albert_Stanlie
PNV,hey_kendri,Albert_Stanlie
PNV,EdissonCama,Albert_Stanlie
PNV,checa0813,Albert_Stanlie
PNV,AniiVazque,Albert_Stanlie
PNV,Juniorsanchez03,Albert_Stanlie
PNV,Waner_28,Albert_Stanlie
PNV,perliitahsuero,Albert_Stanlie
PNV,WanerMoreno_28,Albert_Stanlie
PNV,Vanessa_x10,Albert_Stanlie
PNV,Albert_DJesus,Albert_Stanlie
PNV,Euskalherriaske,Asco
PNV,ErickSwaqq19,TeamSerFeliix
PNV,ErickSwaqq19,TeamSerFeliix
PNV,arartekosa,NO
PNV,EAJ__PNV,Euskadi
PNV,EAJ__PNV,Basqueland
PNV,david_areta,euskadipregunta
PNV,chico_cuelo,МĬĢÜËĹËŜŦŸŁ
PNV,chico_cuelo,МĬĢÜËĹËŜŦŸŁ
PNV,chico_cuelo,МĬĢÜËĹËŜŦŸŁ
PNV,chico_cuelo,МĬĢÜËĹËŜŦŸŁ
PNV,chico_cuelo,МĬĢÜËĹËŜŦŸŁ
PNV,chico_cuelo,МĬĢÜËĹËŜŦŸŁ
PNV,chico_cuelo,МĬĢÜËĹËŜŦŸŁ
PNV,chico_cuelo,МĬĢÜËĹËŜŦŸŁ
PNV,chico_cuelo,МĬĢÜËĹËŜŦŸŁ
PNV,chico_cuelo,МĬĢÜËĹËŜŦŸŁ
PNV,tuitPoliticaEs,economia
PNV,UEgiluz,euskadipregunta
PNV,paisvascotv,EuskadiAlDía
PNV,tuitPoliticaEs,politica
PNV,igoregureniz,euskadipregunta
PNV,igoregureniz,euskadipregunta
PNV,igoregureniz,euskadipregunta
PNV,EAJ__PNV,Euskadi
PNV,EAJ__PNV,Basqueland
PNV,igoregureniz,euskadipregunta
PNV,anibalmeltor,euskadipregunta
PNV,nueva_noticia,politica
PNV,cuernero_randy,CheO_x3
PNV,tuitHispania,españa
PNV,JeffreyFlow_,JeffreyFlow
PNV,JeffreyFlow_,JeffreyFlow
PNV,CheO_x3,CheO_x3
PNV,anibalmeltor,Kutxabank
PNV,JAPtw,cuartelillo
PNV,paisvascotv,EuskadiAlDía
PNV,scalextric10,euskadipregunta
PNV,DianaUrrea5,euskadipregunta
PNV,DianaUrrea5,euskadipregunta
PNV,DianaUrrea5,NoMienta
PNV,DianaUrrea5,EuskadiPregunta
PNV,ErickSwaqq19,TeamSerFeliix
PNV,DianaUrrea5,NoMienta
PNV,DianaUrrea5,EuskadiPregunta
PNV,EAJ__PNV,Euskadi
PNV,EAJ__PNV,Basqueland
PNV,aiturriaga,Perplejo
PNV,Ostebix,euskadipregunta
PNV,Ostebix,euskadipregunta
PNV,eldiatv,cuartelillo
PNV,beo2de,euskadipregunta
PNV,Katu1986,euskadipregunta
PNV,davidCadillo,noticias
PNV,davidCadillo,Spain
PNV,JoneEtxeberria,euskadipregunta
PNV,andoni_rojo,euskadipregunta
PNV,rikardoarrillag,euskadipregunta
PNV,itziarren_semea,euskadipregunta
PNV,teketen,euskadipregunta
PNV,inigosuspe,euskadipregunta
PNV,Ostebix,euskadipregunta
PNV,javier080828,euskadipregunta
PNV,gaizkasi,euskadipregunta
PNV,asier_mendia,euskadipregunta
PNV,Iturbe_pedro,euskadipregunta
PNV,gauerdikoeztula,euskadipregunta
PNV,Lanesttosa,euskadipregunta
PNV,inkoiriarte,euskadipregunta
PNV,XabiGoiku,euskadipregunta
PNV,zulobeltz,euskadipregunta
PNV,JoneEtxeberria,euskadipregunta
PNV,irphstop_gpzkoa,euskadipregunta
PNV,arantzisarasola,euskadipregunta
PNV,ehbildu,euskadipregunta
PNV,ilizarra,euskadipregunta
PNV,gauerdikoeztula,euskadipregunta
PNV,Iturbe_pedro,euskadipregunta
PNV,Ostebix,euskadipregunta
PNV,inkoiriarte,euskadipregunta
PNV,Ostebix,euskadipregunta
PNV,Iturbe_pedro,euskadipregunta
PNV,jpermach,euskadipregunta
PNV,I_Bengoetxea,euskadipregunta
PNV,aninoto1,Perplejo
PNV,I_Bengoetxea,EuskadiPregunta
PNV,inkoiriarte,euskadipregunta
PNV,JoneEtxeberria,NoMienta
PNV,JoneEtxeberria,EuskadiPregunta
PNV,pernandobarrena,Perplejo
PNV,Ostebix,EuskadiPregunta
PNV,JoneEtxeberria,NoMienta
PNV,JoneEtxeberria,EuskadiPregunta
PNV,epf_90,EuskadiPregunta
PNV,probatxoa,euskadipregunta
PNV,Ostebix,EuskadiPregunta
PNV,Ostebix,euskadipregunta
PNV,Iturbe_pedro,euskadipregunta
PNV,inkoiriarte,euskadipregunta
PNV,Ostebix,EuskadiPregunta
PNV,Zurine3,NoMienta
PNV,Zurine3,EuskadiPregunta
PNV,I_Bengoetxea,Perplejo
PNV,Urbia_EH,Perplejo
PNV,epf_90,NoMienta
PNV,epf_90,EuskadiPregunta
PNV,Zurine3,NoMienta
PNV,Zurine3,EuskadiPregunta
PNV,Ostebix,NoMienta
PNV,Ostebix,EuskadiPregunta
PNV,EAJ__PNV,Euskadi
PNV,EAJ__PNV,Basqueland
PNV,Ostebix,NoMienta
PNV,Ostebix,EuskadiPregunta
PNV,DianaUrrea5,Responsables
PNV,DianaUrrea5,EuskadiPregunta
PNV,borgoitia,Perplejo
PNV,DianaUrrea5,EuskadiPregunta
PNV,Ostebix,EuskadiPregunta
PNV,gauerdikoeztula,Responsables
PNV,gauerdikoeztula,EuskadiPregunta
PNV,probatxoa,Responsables
PNV,probatxoa,EuskadiPregunta
PNV,teketen,Perplejo
PNV,Zurine3,Responsables
